osmid,geometry,type,district
4549423526,POINT (44.5653862 40.186974),shop,Nor-norq
4550578790,POINT (44.4929574 40.2206215),shop,Davitashen
4550966189,POINT (44.5653602 40.2030269),shop,Nor-norq
4551907066,POINT (44.5040453 40.1639376),shop,Kentron
4552038834,POINT (44.5223211 40.1896535),shop,Kentron
4552057746,POINT (44.5027779 40.1559217),work,Shengavit
4553742591,POINT (44.5223081 40.2108114),shop,Arabkir
4554158331,POINT (44.4789148 40.1973166),shop,Ajapnyak
4554856089,POINT (44.5145661 40.1892775),cafe,Kentron
4556942694,POINT (44.4966982 40.1989357),shop,Arabkir
4557425791,POINT (44.5253792 40.1865254),cafe,Kentron
4558085090,POINT (44.4999169 40.1970342),work,Arabkir
4558112079,POINT (44.5500745 40.218881),shop,Avan
4562351735,POINT (44.5248137 40.2064993),work,Arabkir
4563002093,POINT (44.5361944 40.1819301),hospital,Norq marash
4564624189,POINT (44.5681676 40.1823409),shop,Nor-norq
4566328392,POINT (44.4891741 40.1464342),cafe,Shengavit
4567366190,POINT (44.5200635 40.1418123),shop,Erebuni
4567366192,POINT (44.5131507 40.1634989),shop,Kentron
4567431189,POINT (44.5277179 40.1418353),shop,Erebuni
4567431289,POINT (44.5106737 40.1558212),shop,Erebuni
4567434789,POINT (44.5436829 40.2024279),shop,Qanaqer zeuytun
4568162590,POINT (44.5207046 40.2125316),shop,Arabkir
4570215896,POINT (44.5823069 40.2137146),shop,Avan
4570325816,POINT (44.5687276 40.1752282),cafe,Nor-norq
4573749792,POINT (44.5681947 40.1730716),shop,Nor-norq
4573841789,POINT (44.5690028 40.1739851),shop,Nor-norq
4573841889,POINT (44.567263 40.1722466),shop,Nor-norq
4574536890,POINT (44.4842926 40.192067),shop,Arabkir
4575798190,POINT (44.5638261 40.1719415),shop,Nor-norq
4575798293,POINT (44.5686505 40.1732512),hospital,Nor-norq
4575837591,POINT (44.5669833 40.1716296),kindergarten,Nor-norq
4576056400,POINT (44.4840117 40.1525982),work,Shengavit
4576144190,POINT (44.4936672 40.1523361),shop,Shengavit
4578128899,POINT (44.5804971 40.2202636),shop,Avan
4581659102,POINT (44.5209552 40.1886924),cafe,Kentron
4582640482,POINT (44.4970405 40.2018741),cafe,Arabkir
4582808973,POINT (44.4814752 40.1475852),shop,Shengavit
4585222089,POINT (44.5426093 40.2044001),shop,Qanaqer zeuytun
4586766548,POINT (44.522532 40.1500451),hospital,Erebuni
4586825809,POINT (44.5235708 40.2028012),shop,Qanaqer zeuytun
4586999294,POINT (44.4974274 40.1525828),shop,Shengavit
4590740290,POINT (44.5066247 40.1783713),shop,Kentron
4590779991,POINT (44.5027137 40.1784471),shop,Kentron
4590801489,POINT (44.5033312 40.1768678),shop,Kentron
4590801589,POINT (44.501406 40.1785848),shop,Kentron
4590801689,POINT (44.5024676 40.178775),shop,Kentron
4592140592,POINT (44.5430422 40.2044387),shop,Qanaqer zeuytun
4592146093,POINT (44.5458541 40.2079053),shop,Qanaqer zeuytun
4592146094,POINT (44.5433426 40.2032035),shop,Qanaqer zeuytun
4592165890,POINT (44.5454631 40.2019567),shop,Qanaqer zeuytun
4592165891,POINT (44.5446704 40.2020165),shop,Qanaqer zeuytun
4592168689,POINT (44.5462107 40.2085051),shop,Qanaqer zeuytun
4592168691,POINT (44.5439074 40.2028939),shop,Qanaqer zeuytun
4592168692,POINT (44.5427686 40.2031004),shop,Qanaqer zeuytun
4592742689,POINT (44.5418578 40.2100591),shop,Qanaqer zeuytun
4592742789,POINT (44.5419426 40.2098686),shop,Qanaqer zeuytun
4592742791,POINT (44.5439221 40.2091054),shop,Qanaqer zeuytun
4594147561,POINT (44.5161183 40.1693188),work,Kentron
4595246733,POINT (44.5295375 40.2090034),work,Qanaqer zeuytun
4595817289,POINT (44.5459717 40.2082911),shop,Qanaqer zeuytun
4595828693,POINT (44.5463938 40.2062576),shop,Qanaqer zeuytun
4595828694,POINT (44.5449076 40.2061281),shop,Qanaqer zeuytun
4595891892,POINT (44.5441575 40.2054887),shop,Qanaqer zeuytun
4595891893,POINT (44.5448702 40.2060938),shop,Qanaqer zeuytun
4595897992,POINT (44.5442508 40.2055708),shop,Qanaqer zeuytun
4595897993,POINT (44.5449521 40.2061647),shop,Qanaqer zeuytun
4595909790,POINT (44.5443491 40.2056619),shop,Qanaqer zeuytun
4595912589,POINT (44.5437522 40.2051589),shop,Qanaqer zeuytun
4596746491,POINT (44.4407804 40.1712912),kindergarten,Malatia
4598174402,POINT (44.5820851 40.2123649),shop,Avan
4598513255,POINT (44.5105525 40.1849819),shop,Kentron
4604818789,POINT (44.4799557 40.148396),shop,Shengavit
4606648953,POINT (44.4439866 40.1809527),shop,Malatia
4607423703,POINT (44.5396159 40.2070288),shop,Qanaqer zeuytun
4607425092,POINT (44.5437645 40.2074054),shop,Qanaqer zeuytun
4607432190,POINT (44.5381157 40.2058917),shop,Qanaqer zeuytun
4607432293,POINT (44.5279352 40.2071398),shop,Qanaqer zeuytun
4607432394,POINT (44.5378319 40.2061491),shop,Qanaqer zeuytun
4607432395,POINT (44.5380411 40.2058994),shop,Qanaqer zeuytun
4607432396,POINT (44.5505205 40.2039246),shop,Qanaqer zeuytun
4607432398,POINT (44.5481595 40.2035299),shop,Qanaqer zeuytun
4607434490,POINT (44.5410219 40.2095882),shop,Qanaqer zeuytun
4607444389,POINT (44.5504627 40.2039221),shop,Qanaqer zeuytun
4607444392,POINT (44.5269986 40.2071413),cafe,Arabkir
4607456389,POINT (44.5283947 40.2078411),shop,Qanaqer zeuytun
4607456489,POINT (44.5269521 40.2070901),shop,Arabkir
4607579468,POINT (44.4448999 40.172846),shop,Malatia
4607863638,POINT (44.4885796 40.1439393),shop,Shengavit
4608201223,POINT (44.5245336 40.1772969),shop,Kentron
4608264439,POINT (44.5381763 40.2058574),cafe,Qanaqer zeuytun
4608278213,POINT (44.5245728 40.1776355),shop,Kentron
4608278214,POINT (44.5223139 40.1806353),cafe,Kentron
4608278404,POINT (44.5243907 40.177261),shop,Kentron
4608278516,POINT (44.5194513 40.181403),cafe,Kentron
4608278517,POINT (44.518952 40.1811602),cafe,Kentron
4608278594,POINT (44.5194997 40.180725),cafe,Kentron
4608278705,POINT (44.5246185 40.1777357),shop,Kentron
4608322589,POINT (44.5196693 40.1805995),shop,Kentron
4608400306,POINT (44.5144774 40.1829844),cafe,Kentron
4608400307,POINT (44.5200283 40.1886364),cafe,Kentron
4608410990,POINT (44.5144933 40.1820001),cafe,Kentron
4608411392,POINT (44.5137031 40.1823701),cafe,Kentron
4608411394,POINT (44.5275293 40.2068638),shop,Qanaqer zeuytun
4608415813,POINT (44.4462178 40.1628476),kindergarten,Malatia
4608443189,POINT (44.5144581 40.1830416),cafe,Kentron
4608443196,POINT (44.5055952 40.2058979),shop,Arabkir
4609302683,POINT (44.5197006 40.1902183),shop,Kentron
4609308816,POINT (44.527293 40.1843159),shop,Kentron
4609312646,POINT (44.518643 40.1808403),shop,Kentron
4609386399,POINT (44.5198603 40.2066621),shop,Arabkir
4609386400,POINT (44.5197918 40.2066707),shop,Arabkir
4609386401,POINT (44.51468 40.2069741),shop,Arabkir
4609386402,POINT (44.5141687 40.2069906),shop,Arabkir
4609454699,POINT (44.51351 40.2070308),shop,Arabkir
4609454796,POINT (44.4954164 40.2017589),shop,Arabkir
4609454890,POINT (44.5121267 40.2071478),shop,Arabkir
4609461189,POINT (44.496646 40.2022352),cafe,Arabkir
4611422511,POINT (44.5582657 40.2000165),work,Nor-norq
168360030,"POLYGON ((44.5040564 40.1990208, 44.503995 40.1991099, 44.5041352 40.1991663, 44.5041966 40.1990771, 44.5040564 40.1990208))",building,Arabkir
4614735864,POINT (44.497814 40.1986097),shop,Arabkir
4614935302,POINT (44.5443989 40.2094983),shop,Qanaqer zeuytun
4616103591,POINT (44.5182082 40.1887168),cafe,Kentron
4616110263,POINT (44.5181725 40.1838731),cafe,Kentron
4616319893,POINT (44.5192186 40.161554),school,Kentron
4618392889,POINT (44.4957127 40.2018722),shop,Arabkir
4620442790,POINT (44.522901 40.1865012),cafe,Kentron
4621954489,POINT (44.5108677 40.1747866),work,Kentron
4622069592,POINT (44.51171 40.1853949),hospital,Kentron
4622552179,POINT (44.4972125 40.1997642),shop,Arabkir
4622570066,POINT (44.4975191 40.2010522),kindergarten,Arabkir
4623230893,POINT (44.5105351 40.1741114),shop,Kentron
4623357089,POINT (44.5198341 40.188904),cafe,Kentron
4623678481,POINT (44.5142297 40.1811479),shop,Kentron
4624135944,POINT (44.6064923 40.1878363),cafe,Nor-norq
4624135945,POINT (44.6031471 40.1870486),cafe,Nor-norq
4625540089,POINT (44.565421 40.2197954),cafe,Avan
4625878238,POINT (44.5096105 40.1846454),cafe,Kentron
4628107895,POINT (44.508177 40.1810373),cafe,Kentron
4628107896,POINT (44.5178271 40.1788971),cafe,Kentron
4629632390,POINT (44.5104247 40.1848972),cafe,Kentron
4632676090,POINT (44.5121989 40.1828716),cafe,Kentron
4632964189,POINT (44.5407967 40.2084402),shop,Qanaqer zeuytun
4632964190,POINT (44.5410533 40.2087406),shop,Qanaqer zeuytun
4632964191,POINT (44.5411544 40.2090575),shop,Qanaqer zeuytun
4632964991,POINT (44.5371276 40.1997056),shop,Qanaqer zeuytun
4632965189,POINT (44.5403075 40.2075273),shop,Qanaqer zeuytun
4632965590,POINT (44.5322916 40.2042665),shop,Qanaqer zeuytun
4632965989,POINT (44.5280283 40.2070452),shop,Qanaqer zeuytun
4639333791,POINT (44.5226809 40.1873199),cafe,Kentron
4639428490,POINT (44.4386221 40.17607),shop,Malatia
4639722746,POINT (44.5126397 40.1815296),cafe,Kentron
4640147980,POINT (44.4735327 40.1946488),shop,Ajapnyak
4640147981,POINT (44.4746572 40.1941529),shop,Ajapnyak
4641994525,POINT (44.4992452 40.20062),sport,Arabkir
4642015784,POINT (44.4979856 40.200066),shop,Arabkir
4642414967,POINT (44.4632339 40.1913683),shop,Ajapnyak
4642806099,POINT (44.4993116 40.2027851),shop,Arabkir
4642826993,POINT (44.4947411 40.2007814),shop,Arabkir
4642826994,POINT (44.4933459 40.1983356),shop,Arabkir
4642827402,POINT (44.4962745 40.2015988),shop,Arabkir
4642828291,POINT (44.5050288 40.2051061),cafe,Arabkir
4642828691,POINT (44.5396644 40.2050563),shop,Qanaqer zeuytun
4642828692,POINT (44.5005903 40.2033295),shop,Arabkir
4642828790,POINT (44.5013456 40.2035701),cafe,Arabkir
4642830290,POINT (44.5490291 40.2086091),shop,Qanaqer zeuytun
4642830291,POINT (44.5422176 40.203869),shop,Qanaqer zeuytun
4642854589,POINT (44.4934674 40.1994026),shop,Arabkir
4643851991,POINT (44.4872294 40.1439473),shop,Shengavit
4645287592,POINT (44.4911934 40.2021818),shop,Arabkir
4647094402,POINT (44.5106599 40.1776213),shop,Kentron
4647299690,POINT (44.5206981 40.1544416),shop,Erebuni
4648133791,POINT (44.5159639 40.1836662),shop,Kentron
4653773878,POINT (44.5139577 40.1847752),shop,Kentron
4653875792,POINT (44.4423951 40.1662184),shop,Malatia
4653875793,POINT (44.4558611 40.1748014),shop,Malatia
4653944818,POINT (44.5136024 40.1745207),shop,Kentron
4657045266,POINT (44.4883802 40.1953207),cafe,Arabkir
4657089178,POINT (44.5007527 40.2061112),cafe,Arabkir
4659051790,POINT (44.5188825 40.1786836),work,Kentron
4660443134,POINT (44.5143316 40.1930674),cafe,Kentron
4661436994,POINT (44.5727487 40.1921661),shop,Nor-norq
4661486989,POINT (44.5732269 40.1897224),shop,Nor-norq
4662784322,POINT (44.5739644 40.2040018),school,Nor-norq
4662856330,POINT (44.5699411 40.2018201),shop,Nor-norq
4662911990,POINT (44.518851 40.1862102),cafe,Kentron
4663248377,POINT (44.585632 40.2146879),shop,Avan
4663348554,POINT (44.5606329 40.2259847),hospital,Avan
4663378681,POINT (44.5602199 40.222623),shop,Avan
4663379689,POINT (44.5594956 40.2237197),shop,Avan
4663472233,POINT (44.5633614 40.2175153),shop,Avan
4664834776,POINT (44.5215626 40.1789046),cafe,Kentron
4665610650,POINT (44.5465541 40.1875886),shop,Norq marash
4665610662,POINT (44.5458271 40.1863095),school,Norq marash
4665610663,POINT (44.5436532 40.1880952),school,Norq marash
4665610664,POINT (44.5430255 40.186329),kindergarten,Norq marash
4665836905,POINT (44.4675467 40.1682199),work,Malatia
4665837975,POINT (44.4949702 40.2226962),shop,Davitashen
4665851429,POINT (44.518392 40.2062556),shop,Arabkir
4665920135,POINT (44.526782 40.1770976),shop,Kentron
4665920136,POINT (44.5264818 40.1773439),shop,Kentron
4665920137,POINT (44.526397 40.1774135),cafe,Kentron
4665920138,POINT (44.5261348 40.1775559),shop,Kentron
4668675377,POINT (44.5234777 40.1861016),university,Kentron
4671111640,POINT (44.4899979 40.2184761),shop,Davitashen
4671190960,POINT (44.4900022 40.2166734),kindergarten,Davitashen
4671614693,POINT (44.561599 40.2249309),hospital,Avan
4671688568,POINT (44.4919661 40.2198992),shop,Davitashen
4672165279,POINT (44.5128307 40.1864755),cafe,Kentron
4672283507,POINT (44.5042476 40.1737861),hospital,Kentron
4672460098,POINT (44.5700391 40.2222682),kindergarten,Avan
4672576167,POINT (44.5742583 40.2223086),kindergarten,Avan
4673162718,POINT (44.5700295 40.1722323),school,Nor-norq
4675188390,POINT (44.4879743 40.1797501),cafe,Kentron
4675188490,POINT (44.5072879 40.2094541),shop,Arabkir
4675202791,POINT (44.5157728 40.1809054),cafe,Kentron
4675324242,POINT (44.5635558 40.1953045),shop,Nor-norq
4675982489,POINT (44.4830053 40.1504898),hospital,Shengavit
4676628811,POINT (44.4722826 40.2113096),shop,Ajapnyak
4676628833,POINT (44.4688557 40.2151566),shop,Ajapnyak
4676826439,POINT (44.5228484 40.1842163),shop,Kentron
4678827988,POINT (44.4854868 40.1931847),shop,Arabkir
4678852699,POINT (44.487141 40.1941426),shop,Arabkir
4678852700,POINT (44.4873054 40.1941767),shop,Arabkir
4678852701,POINT (44.487758 40.19429),shop,Arabkir
4678910891,POINT (44.487304 40.1946447),shop,Arabkir
4678910892,POINT (44.4873565 40.1946809),shop,Arabkir
4678935912,POINT (44.48405 40.1927914),shop,Arabkir
4679491392,POINT (44.5044236 40.1254452),shop,Shengavit
4679788105,POINT (44.5326091 40.2033072),work,Qanaqer zeuytun
4679986194,POINT (44.5234839 40.1981286),work,Qanaqer zeuytun
4679986205,POINT (44.5226899 40.1985886),kindergarten,Qanaqer zeuytun
4680395789,POINT (44.5148183 40.1689856),cafe,Kentron
4680395889,POINT (44.5172983 40.1703686),shop,Kentron
4680756589,POINT (44.5112997 40.2095347),shop,Arabkir
4681208395,POINT (44.5416738 40.2207469),shop,Qanaqer zeuytun
702299093,"POLYGON ((44.5725775 40.20097, 44.5727538 40.2007902, 44.5728489 40.2008446, 44.5726726 40.2010243, 44.5725775 40.20097))",cafe,Nor-norq
4681609186,POINT (44.5947987 40.1852095),kindergarten,Nor-norq
4683888793,POINT (44.5224244 40.1855563),shop,Kentron
4683889191,POINT (44.5192319 40.1902804),shop,Kentron
4684069551,POINT (44.5152568 40.1574254),school,Erebuni
4684069553,POINT (44.5166622 40.1577001),school,Erebuni
4684069587,POINT (44.5181455 40.1570436),work,Erebuni
4684553593,POINT (44.5198347 40.1734584),cafe,Kentron
4684914896,POINT (44.5636459 40.2070168),shop,Nor-norq
4684986089,POINT (44.5636266 40.206934),shop,Nor-norq
4685638374,POINT (44.4980271 40.1719496),school,Kentron
4686460790,POINT (44.4876608 40.2168157),shop,Davitashen
4687595892,POINT (44.4877358 40.216736),cafe,Davitashen
4689149314,POINT (44.5127262 40.1548578),shop,Erebuni
521314891,"POLYGON ((44.5931217 40.2183536, 44.593144 40.2182884, 44.5932928 40.2182917, 44.5932715 40.2183959, 44.5931901 40.2184158, 44.5931217 40.2183536))",building,Avan
4692397812,POINT (44.5262019 40.1784333),cafe,Kentron
4693390550,POINT (44.5800916 40.2115391),shop,Avan
4693464085,POINT (44.5682857 40.1731154),shop,Nor-norq
4693664887,POINT (44.4498418 40.1575406),school,Malatia
4696989715,POINT (44.5104443 40.1848463),work,Kentron
4697628689,POINT (44.4374579 40.1720705),cafe,Malatia
4698584525,POINT (44.4747753 40.1984968),shop,Ajapnyak
4699474502,POINT (44.5207949 40.1885604),shop,Kentron
4699605231,POINT (44.4925963 40.2214102),shop,Davitashen
4699927744,POINT (44.5216475 40.175767),cafe,Kentron
4713462292,POINT (44.4593591 40.1783927),shop,Malatia
4713845590,POINT (44.5310851 40.202564),shop,Qanaqer zeuytun
4714103492,POINT (44.4782491 40.1265306),shop,Shengavit
478089509,"POLYGON ((44.5428794 40.1740684, 44.5428902 40.1739647, 44.5429946 40.1739711, 44.5429926 40.1739907, 44.5431381 40.1739996, 44.5431294 40.1740836, 44.5428794 40.1740684))",cafe,Norq marash
4715000390,POINT (44.5141653 40.1832207),cafe,Kentron
4715558290,POINT (44.5045456 40.2055527),shop,Arabkir
4715558291,POINT (44.5045085 40.2055092),shop,Arabkir
4715558323,POINT (44.5299394 40.2092246),shop,Qanaqer zeuytun
4715558324,POINT (44.5246752 40.1890107),shop,Kentron
4716945590,POINT (44.5717756 40.1822761),shop,Nor-norq
4717795690,POINT (44.5040947 40.1930281),cafe,Kentron
4719205691,POINT (44.5599989 40.188739),school,Nor-norq
4719213689,POINT (44.5440743 40.1849849),shop,Norq marash
4723778820,POINT (44.5072965 40.1897292),work,Kentron
4723898394,POINT (44.5567879 40.2032191),cafe,Nor-norq
4724126859,POINT (44.5627647 40.2140118),shop,Avan
4724367342,POINT (44.5142694 40.2064657),shop,Arabkir
4725407792,POINT (44.5388666 40.1801747),shop,Norq marash
4725820489,POINT (44.5178558 40.180345),shop,Kentron
4727738059,POINT (44.5264428 40.1831938),university,Kentron
4728182391,POINT (44.5362882 40.186506),work,Norq marash
4728223989,POINT (44.4742568 40.196767),shop,Ajapnyak
4728290770,POINT (44.5115254 40.2008524),school,Arabkir
4728762631,POINT (44.5476973 40.2255817),work,Qanaqer zeuytun
4728762632,POINT (44.5476342 40.2254824),shop,Qanaqer zeuytun
4728762633,POINT (44.5475752 40.2253687),shop,Qanaqer zeuytun
4728768572,POINT (44.5487098 40.2264996),shop,Qanaqer zeuytun
4728965155,POINT (44.5249674 40.1318967),shop,Erebuni
4729054992,POINT (44.438705 40.1761798),shop,Malatia
4729054993,POINT (44.4387481 40.1762398),shop,Malatia
4730450206,POINT (44.5186098 40.151081),shop,Erebuni
4730478022,POINT (44.4636465 40.1453907),shop,Shengavit
4730478024,POINT (44.4629101 40.145191),shop,Shengavit
4731035324,POINT (44.5145635 40.1692806),shop,Kentron
4731078816,POINT (44.5193472 40.1701917),shop,Kentron
4732510910,POINT (44.5195378 40.1827967),shop,Kentron
4732576051,POINT (44.5139277 40.1891902),shop,Kentron
4734368025,POINT (44.520754 40.182423),cafe,Kentron
4736842143,POINT (44.522408 40.1779569),cafe,Kentron
456094049,"POLYGON ((44.4881738 40.1760245, 44.4883263 40.1758994, 44.4883973 40.17595, 44.4882449 40.176075, 44.4881738 40.1760245))",cafe,Kentron
4737053233,POINT (44.4902124 40.2015041),hospital,Arabkir
4738018121,POINT (44.527026 40.1761311),school,Kentron
4738409522,POINT (44.478836 40.1548773),shop,Shengavit
4739182234,POINT (44.5211158 40.1887468),cafe,Kentron
4739580223,POINT (44.4794943 40.1906042),shop,Ajapnyak
4739600023,POINT (44.4987741 40.1929114),shop,Arabkir
4739616221,POINT (44.498351 40.1931391),shop,Arabkir
4739616322,POINT (44.4795427 40.190218),shop,Ajapnyak
4739695156,POINT (44.5151363 40.2134249),hospital,Arabkir
4739956842,POINT (44.5047339 40.1862324),work,Kentron
4740041523,POINT (44.5825419 40.2176733),shop,Avan
4740066922,POINT (44.4840883 40.1928237),shop,Arabkir
4740252627,POINT (44.4986513 40.1929306),hospital,Arabkir
4740409497,POINT (44.4943915 40.1937405),work,Arabkir
4740933520,POINT (44.5102821 40.1498733),shop,Erebuni
4741005333,POINT (44.519106 40.1889938),school,Kentron
4741022944,POINT (44.5181638 40.1899995),shop,Kentron
4741183397,POINT (44.5248923 40.1870806),cafe,Kentron
4741312032,POINT (44.4940595 40.2149374),cafe,Davitashen
4741312033,POINT (44.4995507 40.2011861),shop,Arabkir
4741312034,POINT (44.4991985 40.1958906),shop,Arabkir
4741312426,POINT (44.5151908 40.1837742),cafe,Kentron
4742592983,POINT (44.5229584 40.2059505),cafe,Arabkir
4742617802,POINT (44.5226119 40.2064776),shop,Arabkir
